Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Allow customer reviews?,Categories,Regular price,Sale price,Images
simple,S2C-31,Hardik's Dark Blue Distress Jeans Pant for Men,1,1,visible,This is product description,"<div>5-pocket, low-rise distressed jeans in washed stretch denim and skinny legs.</div>",,,taxable,,1,100,1,Men Jeans,1680.0000000000002,1500,"https://www.reddoko.com/uploads/16734/1523024890.11.jpg,https://www.reddoko.com/uploads/16734/1523024890.11.jpg,https://www.reddoko.com/uploads/16734/1523024890.11.jpg,https://www.reddoko.com/uploads/16734/1523024890.11.jpg,https://www.reddoko.com/uploads/16734/1523024890.11.jpg"
simple,S2C-32,Hardik's Blue Stone Washed Plain Jeans Pant for Men,1,1,visible,This is product description,"<div>5-pocket, low-rise jeans in washed stretch denim and skinny legs.</div>",,,taxable,,1,100,1,Men Jeans,1680.0000000000002,1500,"https://www.reddoko.com/uploads/16735/1523024890.12.jpg,https://www.reddoko.com/uploads/16735/1523024890.12.jpg,https://www.reddoko.com/uploads/16735/1523024890.12.jpg,https://www.reddoko.com/uploads/16735/1523024890.12.jpg,https://www.reddoko.com/uploads/16735/1523024890.12.jpg"
simple,S2C-33,Hardik's Sky Blue Stone Washed Distress Jeans Pant for Men,1,1,visible,This is product description,"<div>5-pocket, low-rise jeans in washed stretch denim and skinny legs.</div>",,,taxable,,1,100,1,Men Jeans,1792.0000000000002,1600,"https://www.reddoko.com/uploads/16736/1523024890.13.jpg,https://www.reddoko.com/uploads/16736/1523024890.13.jpg,https://www.reddoko.com/uploads/16736/1523024890.13.jpg,https://www.reddoko.com/uploads/16736/1523024890.13.jpg,https://www.reddoko.com/uploads/16736/1523024890.13.jpg"
simple,S2C-86,Dark Blue Slim Fit Washed Jeans For Men,1,1,visible,This is product description,"<div class=""html-content pdp-product-highlights"">
<ul class="""">
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.291642b31gnXZC"">Material : Stretchable Denim</li>
<li class="""">Fit : Slim Fit</li>
<li class="""">Style : Washed</li>
<li class="""">Type : Casual</li>
<li class="""">Length : Full Length</li>
<li class="""">Color : Dark Blue</li>
<li class="""">Closing : Buttoned and Zipped</li>
<li class="""">For : Men</li>
<li class="""">Wash Care : Hand/Machine Wash, Do not bleach, Dry in shade</li>
</ul>
</div>
<div class=""html-content detail-content"">A trendy and cool pick for most men will be this pair of blue coloured jeans by Hardik Fancy Collection. Featuring slim fit, these jeans will keep you comfortable throughout the day, owing to their cotton make. These jeans along with a comfortable cotton T-shirt will make a great combination for you to flaunt on a regular day.</div>",,,taxable,,1,100,1,Men Jeans,2016.0000000000002,1800,"https://www.reddoko.com/uploads/33233/1556528086.20.jpg,https://www.reddoko.com/uploads/33234/1556528086.21.jpg,https://www.reddoko.com/uploads/33235/1556528086.22.jpg,https://www.reddoko.com/uploads/33236/1556528086.23.jpg,https://www.reddoko.com/uploads/33237/1556528086.24.jpg"
simple,S2C-216,Casual Skinny Knee Hole Jeans Pants - Black,1,1,visible,This is product description,"<ul class="""">
<li class="""">Brand Name: Haojiayang</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.20a711aaQ5KY3x"">Closure Type:&nbsp;Zipper Fly</li>
<li class="""">Wash:&nbsp;Medium</li>
<li class="""">Fit Type:&nbsp;Slim</li>
<li class="""">Decoration: Knee Cut</li>
<li class="""">Pattern Type:&nbsp;Striped</li>
<li class="""">Style: Korean</li>
<li class="""">Thickness:&nbsp;Midweight</li>
<li class="""">Length:&nbsp;Full Length</li>
<li class="""">Material:&nbsp;Denim</li>
<li class="""">Waist Type:&nbsp;Mid</li>
<li class="""">Model Number: 1353</li>
<li class="""">Item Type:&nbsp;Jeans</li>
<li class="""">Gender:&nbsp;Men</li>
<li class="""">Fabric Type:&nbsp;Stripe</li>
<li class="""">Jeans Style:&nbsp;Pencil Pants</li>
</ul>",,,taxable,,1,100,1,Men's Fashion> Men Jeans,2184.0,1950,"https://www.reddoko.com/uploads/41009/1569132710.J27.JPG,https://www.reddoko.com/uploads/41010/1569132718.J28.JPG"
simple,S2C-216-18094,Casual Skinny Knee Hole Jeans Pants - Blue,1,1,visible,This is product description,"<ul class="""">
<li class="""">Brand Name: Haojiayang</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.20a711aaQ5KY3x"">Closure Type:&nbsp;Zipper Fly</li>
<li class="""">Wash:&nbsp;Medium</li>
<li class="""">Fit Type:&nbsp;Slim</li>
<li class="""">Decoration: Knee Cut</li>
<li class="""">Pattern Type:&nbsp;Striped</li>
<li class="""">Style: Korean</li>
<li class="""">Thickness:&nbsp;Midweight</li>
<li class="""">Length:&nbsp;Full Length</li>
<li class="""">Material:&nbsp;Denim</li>
<li class="""">Waist Type:&nbsp;Mid</li>
<li class="""">Model Number: 1353</li>
<li class="""">Item Type:&nbsp;Jeans</li>
<li class="""">Gender:&nbsp;Men</li>
<li class="""">Fabric Type:&nbsp;Stripe</li>
<li class="""">Jeans Style:&nbsp;Pencil Pants</li>
</ul>",,,taxable,,1,100,1,Men's Fashion> Men Jeans,1904.0000000000002,1700,"https://www.reddoko.com/uploads/41013/1569132872.J30.JPG,https://www.reddoko.com/uploads/41012/1569132834.J30.JPG"
simple,S7E-28,Virjeans Denim (Jeans) Bootcut Pant for Men (VJC 704) Washed Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Stretchable Denim/ Jeans</li><li>Type: Casual</li><li>Fit: Regular</li><li>Comfortable to wear</li><li>Length: Full Length</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,2016.0000000000002,1800,"https://www.reddoko.com/uploads/43278/1574680470.3120026.jpg,https://www.reddoko.com/uploads/43279/1574680470.33814787.jpg,https://www.reddoko.com/uploads/43280/1574680470.69754354.jpg,https://www.reddoko.com/uploads/43281/1574680470.70734929.jpg,https://www.reddoko.com/uploads/43282/1574680470.98062185.jpg,https://www.reddoko.com/uploads/43283/1574680470.45886446.jpg,https://www.reddoko.com/uploads/43284/1574680470.66788622.jpg,https://www.reddoko.com/uploads/43285/1574680470.24223083.jpg,https://www.reddoko.com/uploads/43286/1574680470.3693356.jpg,https://www.reddoko.com/uploads/43287/1574680470.98130043.jpg"
simple,S7E-46,Virjeans Stretchy Ripped Design Biker Denim Choose Pant (VJC 701)Dark  Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material : Stretchable Denim / Jeans</li><li>Style : Stretchy Ripped Design</li><li>Fit: Skinney</li><li>Design : Bikers Stylish</li><li>Length: Full Length</li><li>Comfortable to wear</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,2184.0,1950,"https://www.reddoko.com/uploads/43753/1574845102.93648716.jpg,https://www.reddoko.com/uploads/43754/1574845102.71438216.jpg,https://www.reddoko.com/uploads/43755/1574845102.32236307.jpg,https://www.reddoko.com/uploads/43756/1574845102.78652421.jpg,https://www.reddoko.com/uploads/43757/1574845102.84823121.jpg,https://www.reddoko.com/uploads/43758/1574845102.11327145.jpg,https://www.reddoko.com/uploads/43759/1574845102.35441796.jpg,https://www.reddoko.com/uploads/43760/1574845102.74521871.jpg,https://www.reddoko.com/uploads/43761/1574845102.92706550.jpg,https://www.reddoko.com/uploads/43762/1574845102.83912712.jpg,https://www.reddoko.com/uploads/43763/1574845103.85818451.jpg,https://www.reddoko.com/uploads/43764/1574845103.16305260.jpg,https://www.reddoko.com/uploads/43765/1574845103.99767488.jpg"
simple,S7E-47,Virjeans Stretchy Ripped Design Biker Denim Choose Pant (VJC 701) Light Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material : Stretchable Denim / Jeans</li><li>Style : Stretchy Ripped Design</li><li>Fit: Skinney</li><li>Design : Bikers Stylish</li><li>Length: Full Length</li><li>Comfortable to wear</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,2184.0,1950,"https://www.reddoko.com/uploads/43766/1574845220.27488072.jpg,https://www.reddoko.com/uploads/43767/1574845220.83524426.jpg,https://www.reddoko.com/uploads/43768/1574845220.11090167.jpg,https://www.reddoko.com/uploads/43769/1574845220.14146327.jpg,https://www.reddoko.com/uploads/43770/1574845220.46227836.jpg,https://www.reddoko.com/uploads/43771/1574845220.780913.jpg,https://www.reddoko.com/uploads/43772/1574845220.26548943.jpg,https://www.reddoko.com/uploads/43773/1574845220.53439297.jpg,https://www.reddoko.com/uploads/43774/1574845220.10396484.jpg,https://www.reddoko.com/uploads/43775/1574845220.35179568.jpg,https://www.reddoko.com/uploads/43776/1574845220.56158215.jpg,https://www.reddoko.com/uploads/43777/1574845220.26689367.jpg,https://www.reddoko.com/uploads/43778/1574845220.27398046.jpg"
simple,S7E-48,Virjeans Stretchy Ripped Design Biker Denim Choose Pant (VJC 701) Medium  Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material : Stretchable Denim / Jeans</li><li>Style : Stretchy Ripped Design</li><li>Fit: Skinney</li><li>Design : Bikers Stylish</li><li>Length: Full Length</li><li>Comfortable to wear</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,2184.0,1950,"https://www.reddoko.com/uploads/43779/1574845328.9892087.jpg,https://www.reddoko.com/uploads/43780/1574845328.56281066.jpg,https://www.reddoko.com/uploads/43781/1574845328.61903000.jpg,https://www.reddoko.com/uploads/43782/1574845328.39259380.jpg,https://www.reddoko.com/uploads/43783/1574845328.28275279.jpg,https://www.reddoko.com/uploads/43784/1574845328.67404612.jpg,https://www.reddoko.com/uploads/43785/1574845328.19247813.jpg,https://www.reddoko.com/uploads/43786/1574845328.92743399.jpg,https://www.reddoko.com/uploads/43787/1574845328.25150948.jpg,https://www.reddoko.com/uploads/43788/1574845328.53264640.jpg,https://www.reddoko.com/uploads/43789/1574845328.75236829.jpg,https://www.reddoko.com/uploads/43790/1574845328.6360797.jpg,https://www.reddoko.com/uploads/43791/1574845328.62761353.jpg"
simple,S7E-49,Virjeans Denim (Jeans) Multi pocket Box Joggers (VJC 700) Dark Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material : Stretchable Denim / Jeans</li><li>Style : Box pant / MultiPocket / Joggers</li><li>Fit: Skinney</li><li>Design : Bikers Stylish</li><li>Length: Full Length</li><li>Comfortable to wear</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,2352.0,2100,"https://www.reddoko.com/uploads/43798/1574845701.19347970.jpg,https://www.reddoko.com/uploads/43799/1574845701.80297834.jpg,https://www.reddoko.com/uploads/43800/1574845701.92498721.jpg,https://www.reddoko.com/uploads/43801/1574845701.14643171.jpg,https://www.reddoko.com/uploads/43802/1574845701.39603790.jpg,https://www.reddoko.com/uploads/43803/1574845701.41878607.jpg,https://www.reddoko.com/uploads/43804/1574845701.28631805.jpg,https://www.reddoko.com/uploads/43805/1574845701.73430342.jpg,https://www.reddoko.com/uploads/43806/1574845701.65695836.jpg,https://www.reddoko.com/uploads/43807/1574845701.87216890.jpg,https://www.reddoko.com/uploads/43808/1574845701.62160913.jpg,https://www.reddoko.com/uploads/43809/1574845701.20315916.jpg,https://www.reddoko.com/uploads/43810/1574845701.98533250.jpg,https://www.reddoko.com/uploads/43811/1574845701.82308278.jpg"
simple,S7E-50,Virjeans Denim (Jeans) Multi pocket Box Joggers (VJC 700) Light Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material : Stretchable Denim / Jeans</li><li>Style : Box pant / MultiPocket / Joggers</li><li>Fit: Skinney</li><li>Design : Bikers Stylish</li><li>Length: Full Length</li><li>Comfortable to wear</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,2352.0,2100,"https://www.reddoko.com/uploads/43812/1574845775.66523921.jpg,https://www.reddoko.com/uploads/43813/1574845775.35468713.jpg,https://www.reddoko.com/uploads/43814/1574845775.1941402.jpg,https://www.reddoko.com/uploads/43815/1574845775.96391451.jpg,https://www.reddoko.com/uploads/43816/1574845775.97589315.jpg,https://www.reddoko.com/uploads/43817/1574845775.86559160.jpg,https://www.reddoko.com/uploads/43818/1574845775.7368237.jpg,https://www.reddoko.com/uploads/43819/1574845775.50620135.jpg,https://www.reddoko.com/uploads/43820/1574845775.87633016.jpg,https://www.reddoko.com/uploads/43821/1574845775.57706445.jpg,https://www.reddoko.com/uploads/43822/1574845775.50320972.jpg"
simple,S7E-51,Virjeans Denim Stretchable Skinny Fit Choose Pant (VJC 699) Mid Blast,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Denim/ Jeans</li><li>Stretchable Slim Fit Jeans</li><li>Blast Wash Design</li><li>Type: Casual / Classic</li><li>Length: Full Length,</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1792.0000000000002,1600,"https://www.reddoko.com/uploads/43825/1574846010.11242685.jpg,https://www.reddoko.com/uploads/43826/1574846010.47784047.jpg,https://www.reddoko.com/uploads/43827/1574846010.49008623.jpg,https://www.reddoko.com/uploads/43828/1574846010.49875291.jpg,https://www.reddoko.com/uploads/43829/1574846010.33549613.jpg,https://www.reddoko.com/uploads/43830/1574846010.32325378.jpg,https://www.reddoko.com/uploads/43831/1574846010.20353441.jpg,https://www.reddoko.com/uploads/43832/1574846010.47388944.jpg,https://www.reddoko.com/uploads/43833/1574846010.67354075.jpg,https://www.reddoko.com/uploads/43834/1574846010.87859471.jpg,https://www.reddoko.com/uploads/43835/1574846010.41053534.jpg,https://www.reddoko.com/uploads/43836/1574846011.74566245.jpg,https://www.reddoko.com/uploads/43837/1574846011.30392266.jpg,https://www.reddoko.com/uploads/43838/1574846011.86400158.jpg"
simple,S7E-52,Virjeans Denim Stretchable Skinny Fit Choose Pant (VJC 698) Mid Blast,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Denim/ Jeans</li><li>Stretchable Slim Fit Jeans</li><li>Blast Wash Design</li><li>Type: Casual / Classic</li><li>Length: Full Length,</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1792.0000000000002,1600,"https://www.reddoko.com/uploads/43870/1574849374.33664692.jpg,https://www.reddoko.com/uploads/43871/1574849374.22304022.jpg,https://www.reddoko.com/uploads/43872/1574849374.36976585.jpg,https://www.reddoko.com/uploads/43873/1574849374.20328781.jpg,https://www.reddoko.com/uploads/43874/1574849374.62087522.jpg,https://www.reddoko.com/uploads/43875/1574849374.12175898.jpg,https://www.reddoko.com/uploads/43876/1574849374.91554536.jpg,https://www.reddoko.com/uploads/43877/1574849374.65113279.jpg,https://www.reddoko.com/uploads/43878/1574849374.29949461.jpg,https://www.reddoko.com/uploads/43879/1574849374.10318588.jpg,https://www.reddoko.com/uploads/43880/1574849374.81409525.jpg,https://www.reddoko.com/uploads/43881/1574849374.79891905.jpg,https://www.reddoko.com/uploads/43882/1574849374.52410154.jpg,https://www.reddoko.com/uploads/43883/1574849374.46939689.jpg"
simple,S7E-63,Virjeans Bootcut Pant for Men (VJC 688) Light  Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Non-Stretchable Denim/ Jeans</li><li>Type: Casual</li><li>Fit: Regular</li><li>Comfortable to wear</li><li>Length: Full Length</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1568.0000000000002,1400,"https://www.reddoko.com/uploads/44091/1575015930.41535903.jpg,https://www.reddoko.com/uploads/44092/1575015947.62598874.jpg,https://www.reddoko.com/uploads/44093/1575015957.81205642.jpg,https://www.reddoko.com/uploads/44094/1575015966.39115197.jpg,https://www.reddoko.com/uploads/44095/1575015977.40092375.jpg,https://www.reddoko.com/uploads/44096/1575015987.85523706.jpg"
simple,S7E-64,Virjeans Bootcut Pant for Men (VJC 688) Dark  Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Non-Stretchable Denim/ Jeans</li><li>Type: Casual</li><li>Fit: Regular</li><li>Comfortable to wear</li><li>Length: Full Length</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1568.0000000000002,1400,"https://www.reddoko.com/uploads/44097/1575016144.85781643.jpg,https://www.reddoko.com/uploads/44098/1575016145.88217578.jpg,https://www.reddoko.com/uploads/44099/1575016145.11884540.jpg,https://www.reddoko.com/uploads/44100/1575016145.3201150.jpg,https://www.reddoko.com/uploads/44101/1575016145.10681751.jpg,https://www.reddoko.com/uploads/44102/1575016145.99688013.jpg,https://www.reddoko.com/uploads/44103/1575016145.2908263.jpg,https://www.reddoko.com/uploads/44104/1575016145.75681755.jpg,https://www.reddoko.com/uploads/44105/1575016145.95363241.jpg,https://www.reddoko.com/uploads/44106/1575016145.78988141.jpg,https://www.reddoko.com/uploads/44107/1575016145.38985361.jpg,https://www.reddoko.com/uploads/44108/1575016145.13960175.jpg"
simple,S7E-65,Virjeans Denim (Jeans) Choose Pant (VJC 685) Dark Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Denim/ Jeans</li><li>Stretchable Slim Fit Jeans</li><li>Type: Casual / Classic</li><li>Length: Full Length,</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1792.0000000000002,1600,"https://www.reddoko.com/uploads/44111/1575016528.74266603.jpg,https://www.reddoko.com/uploads/44112/1575016528.51269915.jpg,https://www.reddoko.com/uploads/44113/1575016528.58398712.jpg,https://www.reddoko.com/uploads/44114/1575016528.79389415.jpg,https://www.reddoko.com/uploads/44115/1575016528.15383666.jpg,https://www.reddoko.com/uploads/44116/1575016528.28373454.jpg,https://www.reddoko.com/uploads/44117/1575016528.4238759.jpg,https://www.reddoko.com/uploads/44118/1575016528.6170925.jpg,https://www.reddoko.com/uploads/44119/1575016528.64366675.jpg"
simple,S7E-66,Virjeans Denim (Jeans) Choose Pant (VJC 685) Light Blue,1,1,visible,This is product description,"<ul><li>100% Genuine Product of Virjeans</li><li>Material: Denim/ Jeans</li><li>Stretchable Slim Fit Jeans</li><li>Type: Casual / Classic</li><li>Length: Full Length,</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1792.0000000000002,1600,"https://www.reddoko.com/uploads/44120/1575016719.88218052.jpg,https://www.reddoko.com/uploads/44121/1575016719.70862238.jpg,https://www.reddoko.com/uploads/44122/1575016719.760772.jpg,https://www.reddoko.com/uploads/44123/1575016719.56952595.jpg,https://www.reddoko.com/uploads/44124/1575016719.94737369.jpg,https://www.reddoko.com/uploads/44125/1575016719.91502013.jpg,https://www.reddoko.com/uploads/44126/1575016719.47606800.jpg,https://www.reddoko.com/uploads/44127/1575016719.46359576.jpg,https://www.reddoko.com/uploads/44128/1575016719.49237054.jpg,https://www.reddoko.com/uploads/44129/1575016719.11301785.jpg"
simple,S7E-87,"Virjeans Slim-Fit Grunge Jeans/Denim  Pant (VJC 659) stretchable, LIght Blue",1,1,visible,This is product description,"<ul><li>Material: Denim/ Jeans</li><li>Stretchable Slim Fit Jeans</li><li>Type: Casual,</li><li>Fit: Slim Fit</li><li>Length: Full Length,</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1568.0000000000002,1400,"https://www.reddoko.com/uploads/44495/1575356091.28390818.jpg,https://www.reddoko.com/uploads/44496/1575356091.23640522.jpg,https://www.reddoko.com/uploads/44497/1575356091.38384757.jpg,https://www.reddoko.com/uploads/44498/1575356091.76423002.jpg,https://www.reddoko.com/uploads/44499/1575356091.2175689.jpg,https://www.reddoko.com/uploads/44500/1575356091.32951909.jpg,https://www.reddoko.com/uploads/44501/1575356091.56239847.jpg,https://www.reddoko.com/uploads/44502/1575356091.41112042.jpg,https://www.reddoko.com/uploads/44503/1575356091.73102034.jpg"
simple,S7E-88,Virjeans Slim-Fit Grunge Jeans/Denim  Pant (VJC 659) stretchable Dark Blue,1,1,visible,This is product description,"<ul><li>Material: Denim/ Jeans</li><li>Stretchable Slim Fit Jeans</li><li>Type: Casual,</li><li>Fit: Slim Fit</li><li>Length: Full Length,</li><li>For: Men</li><li>Wash Care: Hand/Machine Wash, Do not bleach, Dry in shade</li></ul>",,,taxable,,1,100,1,Men Jeans,1568.0000000000002,1400,"https://www.reddoko.com/uploads/44504/1575356121.7138438.jpg,https://www.reddoko.com/uploads/44505/1575356121.52142188.jpg,https://www.reddoko.com/uploads/44506/1575356121.4475419.jpg,https://www.reddoko.com/uploads/44507/1575356121.23212053.jpg,https://www.reddoko.com/uploads/44508/1575356121.67992123.jpg,https://www.reddoko.com/uploads/44509/1575356121.70617551.jpg,https://www.reddoko.com/uploads/44510/1575356121.14523042.jpg"
simple,S22-228,Light Grey Solid Sweat Pants,1,1,visible,This is product description,"<div class=""html-content pdp-product-highlights"" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.10437407p5IjFD"">
<ul class="""">
<li class="""">Fabric: Mixed Cotton</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.10437407p5IjFD"">Style: Solid</li>
<li class="""">Length: Long Length</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i2.10437407p5IjFD"">Maximum comfort and flexibility</li>
<li class="""">Adjustable Waistline</li>
</ul>
</div>
<div class=""html-content detail-content"">Workout with greater ease wearing these sweat pants for men by Ab Fancy Store. These regular-fit track pants will lend you maximum comfort and flexibility, courtesy their cotton fabric. These also have an adjustable waistline with drawstring closure. You can team them with an equally comfortable T-shirt.</div>",,,taxable,,1,100,1,Men Jeans,2238.88,1999,https://www.reddoko.com/uploads/44894/1576053073.20X.JPG
simple,S22-229,Solid Sweat Pants,1,1,visible,This is product description,"<div class=""html-content pdp-product-highlights"" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.4b5026d9o2pSyX"">
<ul class="""">
<li class="""">Fabric: Mixed Cotton</li>
<li class="""">Style: Solid</li>
<li class="""">Length: Long Length</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.4b5026d9o2pSyX"">Maximum comfort and flexibility</li>
<li class="""">Adjustable Waistline</li>
</ul>
</div>
<div class=""html-content detail-content"">Workout with greater ease wearing these sweat pants for men by Ab Fancy Store. These regular-fit track pants will lend you maximum comfort and flexibility, courtesy their cotton fabric. These also have an adjustable waistline with drawstring closure. You can team them with an equally comfortable T-shirt.</div>",,,taxable,,1,100,1,Men Jeans,2238.88,1999,https://www.reddoko.com/uploads/44895/1576053222.20Y.JPG
simple,S22-230,Green Solid Sweat Pants,1,1,visible,This is product description,"<div class=""html-content pdp-product-highlights"">
<ul class="""">
<li class="""">Fabric: Mixed Cotton</li>
<li class="""">Style: Solid</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.10c4f989K4UAG3"">Length: Long Length</li>
<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i2.10c4f989K4UAG3"">Maximum comfort and flexibility</li>
<li class="""">Adjustable Waistline</li>
</ul>
</div>
<div class=""html-content detail-content"">Workout with greater ease wearing these sweat pants for men by Ab Fancy Store. These regular-fit track pants will lend you maximum comfort and flexibility, courtesy their cotton fabric. These also have an adjustable waistline with drawstring closure. You can team them with an equally comfortable T-shirt.</div>",,,taxable,,1,100,1,Men Jeans,2238.88,1999,"https://www.reddoko.com/uploads/44897/1576053497.21.JPG,https://www.reddoko.com/uploads/44898/1576053512.20Z.JPG"
simple,S22-1,Men's Black Cardigan,1,1,visible,This is product description,"<div>Full sleeved light weight, solid pattern asymmetric men's outer providing comfort as well as warmth this autumn. Get this trendy street look pairing with tshirt and a pair of denim jeans.</div>
<div>A B Fancy Store is a diverse group of seller selling quality products for men and women. Mainly focused on selling cool shirts and tshirts  for men and women, also Bomber jackets for men and Bomber jackets for women along with cardigans and sweaters are also a good way to look good during the upcoming winter. Different chinos, cotton pants and men pants are available on the store which will flaunt your elegance and class.</div>",,,taxable,,1,100,1,Cardigan,1230.88,1099,"https://www.reddoko.com/uploads/7007/1506050052.9a.jpg,https://www.reddoko.com/uploads/7007/1506050052.9a.jpg,https://www.reddoko.com/uploads/7007/1506050052.9a.jpg,https://www.reddoko.com/uploads/7008/1506050053.9b.jpg,https://www.reddoko.com/uploads/7008/1506050053.9b.jpg,https://www.reddoko.com/uploads/7008/1506050053.9b.jpg"
simple,S22-2,Men's Navy Blue Slim Fit Mao Collared Casual Shirt,1,1,visible,This is product description,"<div>Get the effortless look with this contrast collared shirt and create your own distinct style. Collar and button stand is taped for the subtle look. You can also style for a semi casual look pairing it with blazers and jogger pants creating a cozy look.</div>



<div>A B Fancy Store is a diverse group of seller selling quality products for men and women. Mainly focused on selling cool shirts and tshirts &nbsp;for men and women, also Bomber jackets for men and Bomber jackets for women along with cardigans and sweaters are also a good way to look good during the upcoming winter. Different chinos, cotton pants and men pants are available on the store which will flaunt your elegance and class.</div>",,,taxable,,1,100,1,Mens Shirt,1118.88,999,"https://www.reddoko.com/uploads/7009/1506050053.10.jpg,https://www.reddoko.com/uploads/7009/1506050053.10.jpg"
simple,S22-3,Men's Off White Dotted Kurta Shirt,1,1,visible,This is product description,"<div>Grab this full sleeved dotted kurta styled shirt and style with your favorite jeans or chino pants. The sleeves can be rolled up while neckline featuring placket with buttons. Compliment your look with this kurta shirt even during festive and pujas. Get the fresh trendy look this autumn for a day out.</div>



<div>A B Fancy Store is a diverse group of seller selling quality products for men and women. Mainly focused on selling cool shirts and tshirts &nbsp;for men and women, also Bomber jackets for men and Bomber jackets for women along with cardigans and sweaters are also a good way to look good during the upcoming winter. Different chinos, cotton pants and men pants are available on the store which will flaunt your elegance and class.</div>",,,taxable,,1,100,1,Mens Shirt,1006.8800000000001,899,"https://www.reddoko.com/uploads/7010/1506050053.11.jpg,https://www.reddoko.com/uploads/7010/1506050053.11.jpg,https://www.reddoko.com/uploads/7010/1506050053.11.jpg"
simple,S22-4,Men's Sky Blue Slim Fit Casual Shirt,1,1,visible,This is product description,"<div>Get the effortless look with this contrast collared shirt and create your own distinct style. Collar and button stand is taped for the subtle look. You can also style for a semi casual look pairing it with blazers and jogger pants creating a cozy look.</div>



<div>A B Fancy Store is a diverse group of seller selling quality products for men and women. Mainly focused on selling cool shirts and tshirts &nbsp;for men and women, also Bomber jackets for men and Bomber jackets for women along with cardigans and sweaters are also a good way to look good during the upcoming winter. Different chinos, cotton pants and men pants are available on the store which will flaunt your elegance and class.</div>",,,taxable,,1,100,1,Mens Shirt,1118.88,999,"https://www.reddoko.com/uploads/7011/1506050053.12.jpg,https://www.reddoko.com/uploads/7011/1506050053.12.jpg"
