ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Allow customer reviews?,Categories,Regular price,Sale price,Images
,simple,campari-bitter-1l,Campari Bitter 1L,1,1,visible,"Campari is the perfect aperitif with its distinctive red colour, aroma and pleasantly bittersweet flavour. ","<div class=""description"">
                <p>Campari is the perfect aperitif with its distinctive red colour, aroma and pleasantly bittersweet flavour. </p><p>Enjoy Campari mixed with orange juice, grapefruit juice or soda over ice or in an Americano or Italian Mojito cocktail.</p>
            </div>",,,taxable,,1,100,1,Liqueur,7179.200000000001,6410,https://cheers.com.np/uploads/products/263231922307655266058821923740821722972241046.png
,simple,amarula-cream-liqueur-1l,Amarula Cream Liqueur 1L,1,1,visible,"Amarula is a native cream liqueur of South Africa that is made with sugar, cream and the fruit of the African Marula tree (also called the Elephant Tree or Marriage Tree!).","<div class=""description"">
                <p>Amarula is a native cream liqueur of South Africa that is made with sugar, cream and the fruit of the African Marula tree (also called the Elephant Tree or Marriage Tree!).</p><p>It is a delicious smooth blend of fresh marula fruit, a long and velvety palate with a finish that is perfectly smooth.</p>
            </div>",,,taxable,,1,100,1,Liqueur,6972.000000000001,6225,https://cheers.com.np/uploads/products/867763914997638949500941434265676453351124724.png
,simple,benedictine-liqueur-1l,Benedictine Liqueur 1L,1,1,visible,"Bénédictine is a French herbal liqueur, produced since the 1800s. Its recipe is secret and heavily guarded.","<div class=""description"">
                <p>Bénédictine is a French herbal liqueur, produced since the 1800s. Its recipe is secret and heavily guarded.</p><p>Benedictine Liqueur has a very distinct taste. It's made of herbs and roots and sugar with a cognac base.</p><p>This is best enjoyed neat.</p>
            </div>",,,taxable,,1,100,1,Liqueur,13865.600000000002,12380,https://cheers.com.np/uploads/products/175130888218770849584618261858658377520061546.png
,simple,harveys-bristol-cream-sherry-1l,Harveys Bristol Cream Sherry 1L,1,1,visible,"A British classic - blending some of Jerez's finest Sherries: fino, amontillados and olorosos. This provides a smooth and silky mellow finish with a rich complex palate. Clean and fresh with overtones of dry fruit. Crisp and elegant with fruity grape flavours, backed up by woody and nutty flavours. Mellow with a velvet smoothness.","<div class=""description"">
                <p>A British classic - blending some of Jerez's finest Sherries: fino, amontillados and olorosos. This provides a smooth and silky mellow finish with a rich complex palate. Clean and fresh with overtones of dry fruit. Crisp and elegant with fruity grape flavours, backed up by woody and nutty flavours. Mellow with a velvet smoothness.</p>
            </div>",,,taxable,,1,100,1,Liqueur,6501.6,5805,https://cheers.com.np/uploads/products/581989889244557244029545152205328916003574605.png
,simple,disaronno-originale-amaretto-1l,Disaronno Originale Amaretto 1L,1,1,visible,"Amaretto is a traditional sweet Italian almond flavoured liqueur. Disaronno is flavoured by a combination of herbs and spices that are then soaked in apricot kernel oil.","<div class=""description"">
                <p>Amaretto is a traditional sweet Italian almond flavoured liqueur. Disaronno is flavoured by a combination of herbs and spices that are then soaked in apricot kernel oil.</p><p>Disaronno captures the senses with its amber colour, rich aroma and incomparable taste which has made it the world's favourite Italian liqueur.</p><p>Perfect on its own or over ice, Disaronno is also great to mix with. Try it with your favourite fruit juice (such as orange or cranberry), with cola or in a stylish cocktail.</p>
            </div>",,,taxable,,1,100,1,Liqueur,6720.000000000001,6000,https://cheers.com.np/uploads/products/647462832854170945579419098560317550159677598.png
,simple,vaccari-sambuca-700ml,Vaccari Sambuca 700ML,1,1,visible,"A delicious Italian Sambuca from the Vaccari company, this is a superb liqueur flavoured with Chinese star anise and Mediterranean anise.","<div class=""description"">
                <p>A delicious Italian Sambuca from the Vaccari company, this is a superb liqueur flavoured with Chinese star anise and Mediterranean anise.</p><p>Nose: Liquorice root, allspice and fennel. Herbal.</p><p>Palate: A complex, bittersweet palate with huge notes of liquorice, aniseed and pepper.</p><p>Finish: Peppery, spicy finish. Lingering caraway.</p><p>Overall: Rich and balanced.</p>
            </div>",,,taxable,,1,100,1,Liqueur,8450.400000000001,7545,https://cheers.com.np/uploads/products/768905691646976171256863637139611119914918269.png
,simple,archers-peach-schnapps-1l,Archers Peach Schnapps 1L,1,1,visible,"Uniquely blended with the flavour of rich peach, for a crisp clean taste. To enjoy the delicious taste of Archers Peach Schnapps, drink as a long cool drink, served in a tall glass with plenty of ice. Mix with cranberry, orange, tonic, champagne, lemonade or try as a cocktail","<div class=""description"">
                <p>Uniquely blended with the flavour of rich peach, for a crisp clean taste. To enjoy the delicious taste of Archers Peach Schnapps, drink as a long cool drink, served in a tall glass with plenty of ice. Mix with cranberry, orange, tonic, champagne, lemonade or try as a cocktail</p>
            </div>",,,taxable,,1,100,1,Liqueur,6328.000000000001,5650,https://cheers.com.np/uploads/products/412582146268244513350466870989867529734911366.png
,simple,thoquino-cachaca-1l,Thoquino Cachaca 1L,1,1,visible,"Cachaca is a sugar cane spirit exclusively produced in Brazil. Thoquino Cachaça is made by fermentation and distillation of fresh sugar cane juice. ","<div class=""description"">
                <p>Cachaca is a sugar cane spirit exclusively produced in Brazil. Thoquino Cachaça is made by fermentation and distillation of fresh sugar cane juice. </p><p>Even if the manufacturing process is similar to rum, this cachaça is different from other rums due to its slightly smoky taste.</p><p>Enjoy pure chilled or on crushed ice, in long drinks or in cocktails.</p>
            </div>",,,taxable,,1,100,1,Liqueur,4625.6,4130,https://cheers.com.np/uploads/products/894012056700333031848099889588599117033015572.png
,simple,absente-absinthe-700ml,Absente Absinthe 700ML,1,1,visible,"During the heady days of the late 19th century Paris, Absinthe was the trademark drink of artists like Picasso, Van Gogh, Toulouse and Oscar Wilde.","<div class=""description"">
                <p>During the heady days of the late 19th century Paris, Absinthe was the trademark drink of artists like Picasso, Van Gogh, Toulouse and Oscar Wilde.</p><p>ABSENTE is a subtle blend of alcohol, mugwort infusion, star anise essence, balm, peppermint, and the famous wormwood (artemisia absinthium).</p><p>Today, ABSENTE evokes the glamour and mystical allure of the ""Green Fairy"". ABSENTE is the modern version of the original Absinthe recipe.</p><p>The only difference is a lower concentration of thujone (one of the active components of wormwood) in compliance with most current regulations.</p><p>Perfect on the rocks or with crushed ice, for trendy and modern consumers.</p>
            </div>",,,taxable,,1,100,1,Liqueur,9968.000000000002,8900,https://cheers.com.np/uploads/products/010671825287153502240011897667902745622773.png
,simple,le-favori-triple-sec-700ml,Le Favori Triple Sec 700ML,1,1,visible,"Le Faviri Triple Sec is an orange-flavoured liqueur made from the dried peels of bitter and sweet orange. Triple sec may be consumed neat as a digestif or on the rocks, but nowadays is mostly used in making cocktails such as the Margarita, White Lady, and Cosmopolitan.","<div class=""description"">
                <p>Le Faviri Triple Sec is an orange-flavoured liqueur made from the dried peels of bitter and sweet orange. Triple sec may be consumed neat as a digestif or on the rocks, but nowadays is mostly used in making cocktails such as the Margarita, White Lady, and Cosmopolitan.</p><p>A symphony with the exotic aroma, fruity and ripe oranges; intoxicating sweet and spicy taste.</p>
            </div>",,,taxable,,1,100,1,Liqueur,5152.000000000001,4600,https://cheers.com.np/uploads/products/932576296622644109300552886904075742394334304.png
,simple,baileys-original-1l,Baileys Original 1L,1,1,visible,"An iconic blend of fresh Irish cream, spirits and Irish Whiskey, Baileys is best enjoyed over ice or mixed with a multitude of ingredients to produce some breathtaking cocktails. ","<div class=""description"">
                <p>An iconic blend of fresh Irish cream, spirits and Irish Whiskey, Baileys is best enjoyed over ice or mixed with a multitude of ingredients to produce some breathtaking cocktails. </p><p>The whiskey complements the full, richness of the fresh irish dairy cream, cocoa and heavenly vanilla that all go into the secret recipe. Together they create a multi-award winning taste sensation for you to enjoy.</p>
            </div>",,,taxable,,1,100,1,Liqueur,7000.000000000001,6250,https://cheers.com.np/uploads/products/493742816058132777764669130877662873210240459.png
,simple,martini-bianco-1l,Martini Bianco 1L,1,1,visible,"Martini Bianco Vermouth is flavored wine, which is a delicate blend of wines, infused with herbs and spices. Vermouth can be used both: in its pure form, and as a part of cocktails. In its pure form, it can be used as an appetizer, a little chilled, with the addition of ice cubes. You can also add a few drops of lemon juice and a slice of orange.","<div class=""description"">
                <p>Martini Bianco Vermouth is flavored wine, which is a delicate blend of wines, infused with herbs and spices. Vermouth can be used both: in its pure form, and as a part of cocktails. In its pure form, it can be used as an appetizer, a little chilled, with the addition of ice cubes. You can also add a few drops of lemon juice and a slice of orange.</p>
            </div>",,,taxable,,1,100,1,Liqueur,2464.0000000000005,2200,https://cheers.com.np/uploads/products/330335190142257597818313138449967561026123747.png
,simple,himalayan-aaila-750ml,Himalayan Aaila 750ML,1,1,visible,"• From over 2000 years till date, in the Ancient Himalayan kingdoms of Kathmandu, Patan and Bhaktapur, honoured guests were welcomed into one’s house with home-made Aaila, an alcoholic beverage made in Nepali homes for festive gatherings and celebrations. ","<div class=""description"">
                <p>• From over 2000 years till date, in the Ancient Himalayan kingdoms of Kathmandu, Patan and Bhaktapur, honoured guests were welcomed into one’s house with home-made Aaila, an alcoholic beverage made in Nepali homes for festive gatherings and celebrations. </p><p>• After many years of research, we have combined the traditional secrets with state-of-the-art distillation, resulting in a perfect blend of arts, tradition and science.</p>
            </div>",,,taxable,,1,100,1,Liqueur,2240.0,2000,https://cheers.com.np/uploads/products/13339285695177916844629797346575243981428.png
,simple,drambuie-scotch-whisky-liqueur-1l,Drambuie Scotch Whisky Liqueur 1L,1,1,visible,"Drambuie's unique blend of aged Scotch whisky infused into a secret selection of spices and heather honey is a staple ingredient used by bartenders worldwide. ","<div class=""description"">
                <p>Drambuie's unique blend of aged Scotch whisky infused into a secret selection of spices and heather honey is a staple ingredient used by bartenders worldwide. </p><p>A unique Highland spirit, exquisite in taste and deliciously potent. </p><p>The name Drambuie is derived from Scots Gaelic, An Dram Buidheach and means ""The Drink that Satisfies"".</p>
            </div>",,,taxable,,1,100,1,Liqueur,8153.6,7280,https://cheers.com.np/uploads/products/3548566348080510560873523230274043148973.png
,simple,cointreau-orange-liqueur-1l,Cointreau Orange Liqueur 1L,1,1,visible,"Cointreau is a premium French liqueur that was established in 1849 and created from a perfect balance of sweet and bitter orange peel. ","<div class=""description"">
                <p>Cointreau is a premium French liqueur that was established in 1849 and created from a perfect balance of sweet and bitter orange peel. </p><p>The unique character and flavour ensure that it is at the heart of the finest classic cocktails, from a zesty Margarita to an elegant White Lady. </p><p>Cointreau is equally enjoyed as a refreshing long drink topped with soda and a squeeze of lime.</p>
            </div>",,,taxable,,1,100,1,Liqueur,12258.400000000001,10945,https://cheers.com.np/uploads/products/5258459411742415243675031384983132392838.png
,simple,kahlua-coffee-liqueur-1l,Kahlua Coffee Liqueur 1L,1,1,visible,"Originating deep in the Yukatan, Kahlúa has a flavour as rich and distinct as the region. Kahlúa has a vibrant taste and lingering coffee finish, and it can be served neat over ice, mixed with milk or cola, and is used in a variety of cocktails.","<div class=""description"">
                <p>Originating deep in the Yukatan, Kahlúa has a flavour as rich and distinct as the region. Kahlúa has a vibrant taste and lingering coffee finish, and it can be served neat over ice, mixed with milk or cola, and is used in a variety of cocktails.</p>
            </div>",,,taxable,,1,100,1,Liqueur,6944.000000000001,6200,https://cheers.com.np/uploads/products/041203486358076702334805137620387430918797245.png
,simple,pepe-lopez-silver-1l,Pepe Lopez Silver 1L,1,1,visible,"Pepe Lopez Silver is made from a combination of natural spring water and the highest quality, mature blue agave plants. The fermented juice of the agave is then double distilled to ensure its appealing flavor. Pepe Lopez Silver is a sparkling clear tequila with a fresh lime and agave taste.","<div class=""description"">
                <p>Pepe Lopez Silver is made from a combination of natural spring water and the highest quality, mature blue agave plants. The fermented juice of the agave is then double distilled to ensure its appealing flavor. Pepe Lopez Silver is a sparkling clear tequila with a fresh lime and agave taste.</p>
            </div>",,,taxable,,1,100,1,Tequila,5292.000000000001,4725,https://cheers.com.np/uploads/products/912044851108819586215459776522083017481438155.png
,simple,pepe-lopez-gold-1l,Pepe Lopez Gold 1L,1,1,visible,"Pepe Lopez Gold is made from a combination of natural spring water and the highest quality, mature blue agave plants. The fermented juice of the agave is then double distilled to ensure its appealing flavor. ","<div class=""description"">
                <p>Pepe Lopez Gold is made from a combination of natural spring water and the highest quality, mature blue agave plants. The fermented juice of the agave is then double distilled to ensure its appealing flavor. </p><p>Pepe Lopez Gold is light amber with a spicy citrus taste; the key ingredient for the perfect margarita.</p>
            </div>",,,taxable,,1,100,1,Tequila,5292.000000000001,4725,https://cheers.com.np/uploads/products/444029064827217977452840414859953173207509396.png
,simple,agavita-silver-700ml,Agavita Silver 700ML,1,1,visible,"Agavita Tequila Blanco is a colourless, earthy tequila with flavours of Agave and slight hints of mint and pepper. A great value for money Mexican tequila.","<div class=""description"">
                <p>Agavita Tequila Blanco is a colourless, earthy tequila with flavours of Agave and slight hints of mint and pepper. A great value for money Mexican tequila.</p>
            </div>",,,taxable,,1,100,1,Tequila,4760.0,4250,https://cheers.com.np/uploads/products/377831398795001992657397773658632319128400819.png
,simple,agavita-gold-700ml,Agavita Gold 700ML,1,1,visible,"The Agavita Tequila Gold is pale straw, earthy tequila with tastes of Agave and slight notes of caramel on the finish. Designed for the connoisseurs who aren't afraid of a little heat, this tequila stands out from the crowd. Agavita Gold is the result of short ageing in wooden casks, which in no way inhibits the spiciness of the cactus! ","<div class=""description"">
                <p>The Agavita Tequila Gold is pale straw, earthy tequila with tastes of Agave and slight notes of caramel on the finish. Designed for the connoisseurs who aren't afraid of a little heat, this tequila stands out from the crowd. Agavita Gold is the result of short ageing in wooden casks, which in no way inhibits the spiciness of the cactus! </p><p>Nice and smooth!</p>
            </div>",,,taxable,,1,100,1,Tequila,4760.0,4250,https://cheers.com.np/uploads/products/869318274505141877614231721223231293355678485.png
,simple,sauza-gold-1l,Sauza Gold 1L,1,1,visible,"In every sip of Sauza Gold, you'll find the fresh agave taste you expect, plus an extra hint of cooked agave and vanilla. Pale yellow/amber colour; aromas of lime zest, vanilla, hints of anise and spice with apricot/peach and pepper notes. ","<div class=""description"">
                <p>In every sip of Sauza Gold, you'll find the fresh agave taste you expect, plus an extra hint of cooked agave and vanilla. Pale yellow/amber colour; aromas of lime zest, vanilla, hints of anise and spice with apricot/peach and pepper notes. </p><p>The smooth style of Sauza Gold is renowned for straight shots and hand-shaken or blended margaritas.</p>
            </div>",,,taxable,,1,100,1,Tequila,7840.000000000001,7000,https://cheers.com.np/uploads/products/57518128719010762433582047630756289333.png
,simple,jose-cuervo-silver-750ml,Jose Cuervo Silver 750ML,1,1,visible,"A true silver tequila, Jose Cuervo Silver is the epitome of smooth. The world's best selling Tequila brand, Jose Cuervo Silver is light and peppery and one of the best you will find. Perfect for margaritas.","<div class=""description"">
                <p>A true silver tequila, Jose Cuervo Silver is the epitome of smooth. The world's best selling Tequila brand, Jose Cuervo Silver is light and peppery and one of the best you will find. Perfect for margaritas.</p><p>Get an exclusive shot glass FREE with each bottle!</p><p>*Offer valid only till stocks last.</p>
            </div>",,,taxable,,1,100,1,Tequila,5600.000000000001,5000,https://cheers.com.np/uploads/products/302852434134343333390597934148612591378.png
,simple,jose-cuervo-gold-750ml,Jose Cuervo Gold 750ML,1,1,visible,"Jose Cuervo Gold is golden-style joven tequila made from a blend of reposado (aged) and younger tequilas. 'Cuervo' gets its colour and distinct flavour from extended time spent in quality American oak where flavours of orange peel and cinnamon are cultivated.","<div class=""description"">
                <p>Jose Cuervo Gold is golden-style joven tequila made from a blend of reposado (aged) and younger tequilas. 'Cuervo' gets its colour and distinct flavour from extended time spent in quality American oak where flavours of orange peel and cinnamon are cultivated.</p><p>Get an exclusive shot glass FREE with each bottle!</p><p>*Offer valid only till stocks last.</p>
            </div>",,,taxable,,1,100,1,Tequila,5600.000000000001,5000,https://cheers.com.np/uploads/products/982455199764299674361310745988226128087567.png
,simple,sierra-cafe-700ml,Sierra Cafe 700ML,1,1,visible,"Sierra has long been Australia's introduction to Tequila. ","<div class=""description"">
                <p>Sierra has long been Australia's introduction to Tequila. </p><p>Born from the high reaches of Jalisco, Mexico, the iconic sombrero invokes memories of good times and celebration for generations of party goers around the nation. </p><p>Sierra Café is a combination of Sierra Silver blended with 100% Mexican coffee flavours, perfectly balancing Sierra Tequila fruitiness with notes of natural roasted Mexican coffee.</p>
            </div>",,,taxable,,1,100,1,Tequila,5012.000000000001,4475,https://cheers.com.np/uploads/products/801334692613666429986848454316201541995.png
,simple,sauza-silver-1l,Sauza Silver 1L,1,1,visible,"As one of the first spirits to come out of the storied tequila house, Sauza Silver delivers the crisp, refreshing agave flavour you'd expect from a true pioneer. This tequila has the aroma of fresh green apple notes, followed by jasmine and hints of fine spice. ","<div class=""description"">
                <p>As one of the first spirits to come out of the storied tequila house, Sauza Silver delivers the crisp, refreshing agave flavour you'd expect from a true pioneer. This tequila has the aroma of fresh green apple notes, followed by jasmine and hints of fine spice. </p>
            </div>",,,taxable,,1,100,1,Tequila,7840.000000000001,7000,https://cheers.com.np/uploads/products/80983072573813755341288186009184218312013099.png
,simple,camino-real-silver-750ml,Camino Real Silver 750ML,1,1,visible,"Thanks to its pure taste, Camino Real Tequila Blanco is suitable for several tequila-based cocktails. The agaves used in making Camino Real grow in fields at 2,000 metres above sea level, hence the name Camino, i.e. “high” in Spanish.","<div class=""description"">
                <p>Thanks to its pure taste, Camino Real Tequila Blanco is suitable for several tequila-based cocktails. The agaves used in making Camino Real grow in fields at 2,000 metres above sea level, hence the name Camino, i.e. “high” in Spanish.</p>
            </div>",,,taxable,,1,100,1,Tequila,6048.000000000001,5400,https://cheers.com.np/uploads/products/442867482908002532122525372772662006816127847.png
,simple,camino-real-gold-750ml,Camino Real Gold 750ML,1,1,visible,"The golden amber-like colour of Camino Real Gold Tequila results from the drink seasoning in oak barrels which adds a light bitterish-sweet subtone to the taste. The agaves used in making Camino Real grow in fields at 2,000 metres above sea level, hence the name Camino, i.e. “high” in Spanish.","<div class=""description"">
                <p>The golden amber-like colour of Camino Real Gold Tequila results from the drink seasoning in oak barrels which adds a light bitterish-sweet subtone to the taste. The agaves used in making Camino Real grow in fields at 2,000 metres above sea level, hence the name Camino, i.e. “high” in Spanish.</p>
            </div>",,,taxable,,1,100,1,Tequila,6048.000000000001,5400,https://cheers.com.np/uploads/products/687626652943221625697133875626419869508392061.png
,simple,olmeca-silver-750ml,Olmeca Silver 750ML,1,1,visible,"Exclusively distilled in copper pot stills to achieve a cleaner tequila, which is bottled straight after distillation. Olmeca Silver has fresh herbal notes, complemented by green pepper and with a soft citric finish. Sweet and slight smoky with a final soft honey flavour.","<div class=""description"">
                <p>Exclusively distilled in copper pot stills to achieve a cleaner tequila, which is bottled straight after distillation. Olmeca Silver has fresh herbal notes, complemented by green pepper and with a soft citric finish. Sweet and slight smoky with a final soft honey flavour.</p>
            </div>",,,taxable,,1,100,1,Tequila,5600.000000000001,5000,https://cheers.com.np/uploads/products/862138085833510386472896077753894125212182973.png
,simple,olmeca-gold-750ml,Olmeca Gold 750ML,1,1,visible,"This unique blend of young and aged tequilas has a clean and harmonic balance of fresh tequila and wooden notes coming from aging in white American oak barrels. Pale straw colour; white pepper and grain aromas with floral notes; full, powerful palate with a hot finish.","<div class=""description"">
                <p>This unique blend of young and aged tequilas has a clean and harmonic balance of fresh tequila and wooden notes coming from aging in white American oak barrels. Pale straw colour; white pepper and grain aromas with floral notes; full, powerful palate with a hot finish.</p>
            </div>",,,taxable,,1,100,1,Tequila,5908.000000000001,5275,https://cheers.com.np/uploads/products/881989799882978217355200833123074793806987176.png
,simple,antiquity-blue-750ml,Antiquity Blue 750ML,1,1,visible,"Antiquity Blue is the true blue of whiskies. Made of the finest Indian malts and rare Scotch carefully blended with premium grain spirit, it is painstakingly distilled in copper pot stills, matured and mellowed in imported white oak casks and fused with premium Scotch. ","<div class=""description"">
                <p>Antiquity Blue is the true blue of whiskies. Made of the finest Indian malts and rare Scotch carefully blended with premium grain spirit, it is painstakingly distilled in copper pot stills, matured and mellowed in imported white oak casks and fused with premium Scotch. </p><p>The pronounced malt and rich wood aroma, with a whiff of peat and heather supplements the fantasy while its subtle nuances come from the choicest components of the blend, giving it a full smooth flavour and a bouquet that proclaims its royal pedigree.</p>
            </div>",,,taxable,,1,100,1,Whisky > Domestic Whisky,2688.0000000000005,2400,https://cheers.com.np/uploads/products/721370326139667758180088145827766693826.png
,simple,aberlour-18yrs-700ml,Aberlour 18yrs 700ML,1,1,visible,"Aberlour is the definitive example of a Single Malt crafted for excellence, rich and complex on the nose with toffee and butterscotch combine with ripe peach and bitter orange, followed by a perfect structured palate with initial notes of soft apricot and cream. These are offset by developing flavours of old leather and oak with a touch of honey followed by a very long and balanced finish.","<div class=""description"">
                <p>Aberlour is the definitive example of a Single Malt crafted for excellence, rich and complex on the nose with toffee and butterscotch combine with ripe peach and bitter orange, followed by a perfect structured palate with initial notes of soft apricot and cream. These are offset by developing flavours of old leather and oak with a touch of honey followed by a very long and balanced finish.</p>
            </div>",,,taxable,,1,100,1,Whisky > Malt Whisky,24696.000000000004,22050,https://cheers.com.np/uploads/products/848508835589720231589008942735021988573511068.png
,simple,aberlour-12yrs-700ml,Aberlour 12yrs 700ML,1,1,visible,"The gateway to double cask maturation, Aberlour 12 year old double cask matured has balanced notes of fruits and spices. Golden amber with hints of ruby red. Soft and rounded with fruity notes of red apples. Sherried character and fruity aromas balanced with a rich chocolate, toffee, cinnamon and ginger spices. Warming and lingering with some smoky notes and gentle pepperiness.","<div class=""description"">
                <p>The gateway to double cask maturation, Aberlour 12 year old double cask matured has balanced notes of fruits and spices. Golden amber with hints of ruby red. Soft and rounded with fruity notes of red apples. Sherried character and fruity aromas balanced with a rich chocolate, toffee, cinnamon and ginger spices. Warming and lingering with some smoky notes and gentle pepperiness.</p>
            </div>",,,taxable,,1,100,1,Whisky > Malt Whisky,8288.0,7400,https://cheers.com.np/uploads/products/624149640651057998220849077031143122538139.png
,simple,100-pipers-1l,100 Pipers 1L,1,1,visible,"100 Pipers, a smooth Scotch whisky with gently smoked notes, is distilled, aged and blended in the traditional way year after year to achieve its unique, smooth taste appreciated so highly by connoisseurs. ","<div class=""description"">
                <p>100 Pipers, a smooth Scotch whisky with gently smoked notes, is distilled, aged and blended in the traditional way year after year to achieve its unique, smooth taste appreciated so highly by connoisseurs. </p><p>A mellow, light, slightly sweet, oaky flavoured whisky, combined with a hint of soft smokiness.</p>
            </div>",,,taxable,,1,100,1,Whisky > Regular Whisky,5745.6,5130,https://cheers.com.np/uploads/products/904979427529023007693435834559904972745599816.png
,simple,aberlour-12yrs-1l,Aberlour 12yrs 1L,1,1,visible,"The gateway to double cask maturation, Aberlour 12 year old double cask matured has balanced notes of fruits and spices. Golden amber with hints of ruby red. Soft and rounded with fruity notes of red apples. Sherried character and fruity aromas balanced with a rich chocolate, toffee, cinnamon and ginger spices. Warming and lingering with some smoky notes and gentle pepperiness.","<div class=""description"">
                <p>The gateway to double cask maturation, Aberlour 12 year old double cask matured has balanced notes of fruits and spices. Golden amber with hints of ruby red. Soft and rounded with fruity notes of red apples. Sherried character and fruity aromas balanced with a rich chocolate, toffee, cinnamon and ginger spices. Warming and lingering with some smoky notes and gentle pepperiness.</p>
            </div>",,,taxable,,1,100,1,Whisky > Malt Whisky,11855.2,10585,https://cheers.com.np/uploads/products/394902383318763360655797105696717289021781013.png
,simple,100-pipers-750ml,100 Pipers 750ML,1,1,visible,"100 Pipers, a smooth Scotch whisky with gently smoked notes, is distilled, aged and blended in the traditional way year after year to achieve its unique, smooth taste appreciated so highly by connoisseurs. ","<div class=""description"">
                <p>100 Pipers, a smooth Scotch whisky with gently smoked notes, is distilled, aged and blended in the traditional way year after year to achieve its unique, smooth taste appreciated so highly by connoisseurs. </p><p>A mellow, light, slightly sweet, oaky flavoured whisky, combined with a hint of soft smokiness.</p>
            </div>",,,taxable,,1,100,1,Whisky > Regular Whisky,4592.0,4100,https://cheers.com.np/uploads/products/955982993927234213770531741733383716074384863.png
,simple,johnnie-walker-double-black-750ml,Johnnie Walker Double Black 750ML,1,1,visible,"Double Black contains everything you already love about Johnnie Walker Black Label, with the intensity and complexity amplified. With the addition of deeper, darker malts from the Scottish west coast and the islands, Double Black delivers a unique smoky finish that sets it apart from the pack. ","<div class=""description"">
                <p>Double Black contains everything you already love about Johnnie Walker Black Label, with the intensity and complexity amplified. With the addition of deeper, darker malts from the Scottish west coast and the islands, Double Black delivers a unique smoky finish that sets it apart from the pack. </p><p>Aromas of fresh citrus and vanilla come to the fore immediately. The best way to release this great nose is to add a small drop of pure water. On the palate, flavours of dark raisins, orange, clove and that unmistakable long, lingering, smoky finish.</p>
            </div>",,,taxable,,1,100,1,Whisky > Premium Whisky,7476.000000000001,6675,https://cheers.com.np/uploads/products/8786099678715284095327175688644622088408.png
,simple,j89-single-barrel-malt-750ml,J89 Single Barrel Malt 750ML,1,1,visible,"NEPAL'S FIRST SINGLE BARREL MALT WHISKEY","<div class=""description"">
                <p>NEPAL'S FIRST SINGLE BARREL MALT WHISKEY</p><p>“J” is a De-code for a batch of rare Irish oak casks that was handcrafted immaculately in the year 1989. These two-decade old barrels are the same in which the malt of J89 has been mellowed and matured, giving it its woody aroma. </p><p>The peaty taste simulates the subtle lapsang souchong and the triple distillation ensures every drop is exceptionally smooth. </p><p>This vintage malted Whiskey of the single malt class is married with natural waters extracted from pockets 155 meters deep beneath the midhills of Nepal. </p><p>It is this attention to the finer details, along with Nepal’s conducive geography, and the skilled craftsmanship going into every bottle that instills the exquisite quality of J89.</p><p>~~~~~</p><p>Colour: Sun-Kissed Golden.</p><p>Nose: Drizzle of smokiness followed by the unmistakable aroma of peat and the woodiness of coveted Irish Oak Cask.</p><p>Palate: The First hit of spiciness and cloves peter out to reveal the whiskey’s core character.</p><p>Finish: Rich smoke on the finish builds to a crest and gently crescents into J89’s delicate signature smoothness.</p>
            </div>",,,taxable,,1,100,1,Whisky > Domestic Whisky,2710.4,2420,https://cheers.com.np/uploads/products/09452944112992090651888822492335652958094.png
,simple,jameson-1l,Jameson 1L,1,1,visible,"Jameson is Ireland's quintessential Irish blend, a classic and even awarded it an incredible 95 points! Jameson’s main ingredients are unmalted and malted barley, maize, and Irish water. The whiskey is distilled three times.","<div class=""description"">
                <p>Jameson is Ireland's quintessential Irish blend, a classic and even awarded it an incredible 95 points! Jameson’s main ingredients are unmalted and malted barley, maize, and Irish water. The whiskey is distilled three times.</p>
            </div>",,,taxable,,1,100,1,Whisky > Premium Whisky,7022.400000000001,6270,https://cheers.com.np/uploads/products/953392913576627507678937845475238315342791477.png
,simple,signature-premier-grain-1l,Signature Premier Grain 1L,1,1,visible,"Signature Premier Grain whisky is part of Master Blender Caroline Martin's reserve selection. Crafted with care for special occasions.","<div class=""description"">
                <p>Signature Premier Grain whisky is part of Master Blender Caroline Martin's reserve selection. Crafted with care for special occasions.</p><p>This varietal from her selection is a vintage whisky crafted by blending 8 year old Scotch malts with 100% aged Indian malts.</p><p>Savour the toasted wood with a wan toffee finish, for a rich and unforgettable experience.</p>
            </div>",,,taxable,,1,100,1,Whisky > Domestic Whisky,2968.0000000000005,2650,https://cheers.com.np/uploads/products/968817120531056154635495415821141905556.png
